"neighborhood","url","ds","area","title.short"
"flatbush","www.dnainfo.com/new-york/20161208/st-george/staten-island-ferry-attempted-stabbing","20161208","st-george","staten island ferry attempted stabbing"
"flatbush","www.dnainfo.com/new-york/20161208/east-flatbush/61-year-brooklyn-garden-center-owner-has-second-thoughts-about-closing","20161208","east-flatbush","61 year brooklyn garden center owner has second thoughts about closing"
"flatbush","www.dnainfo.com/new-york/20161206/prospect-heights/brooklyn-botanic-garden-free-hours","20161206","prospect-heights","brooklyn botanic garden free hours"
"flatbush","www.dnainfo.com/new-york/20161207/bed-stuy/brooklyn-coworking-office-space-bed-stuy-bushwick","20161207","bed-stuy","brooklyn coworking office space bed stuy bushwick"
"flatbush","www.dnainfo.com/new-york/20161206/bushwick/gentrification-christmas-holiday-activists-housing-real-estate","20161206","bushwick","gentrification christmas holiday activists housing real estate"
"flatbush","www.dnainfo.com/new-york/20161117/prospect-lefferts-gardens/crime-blotter-11-year-old-robbed-by-group-of-teens-on-clarkson-ave","20161117","prospect-lefferts-gardens","crime blotter 11 year old robbed by group of teens on clarkson ave"
"flatbush","www.dnainfo.com/new-york/20161116/park-slope/park-slope-sex-toy-shop-fired-worker-for-union-activity-complaint-says","20161116","park-slope","park slope sex toy shop fired worker for union activity complaint says"
"flatbush","www.dnainfo.com/new-york/20161117/crown-heights/map-your-volunteering-guide-for-crown-heights-area","20161117","crown-heights","map your volunteering guide for crown heights area"
"flatbush","www.dnainfo.com/new-york/20161115/kensington/nyc-high-school-admissions-ranking","20161115","kensington","nyc high school admissions ranking"
"flatbush","www.dnainfo.com/new-york/20161111/prospect-lefferts-gardens/10-year-old-boy-punched-robbed-for-phone-near-brooklyn-school","20161111","prospect-lefferts-gardens","10 year old boy punched robbed for phone near brooklyn school"
"flatbush","www.dnainfo.com/new-york/20161107/fort-greene/where-to-get-thanksgiving-dessert-pie-clinton-hill","20161107","fort-greene","where to get thanksgiving dessert pie clinton hill"
"flatbush","www.dnainfo.com/new-york/20161108/crown-heights/monument-to-the-unelected","20161108","crown-heights","monument to the unelected"
"flatbush","www.dnainfo.com/new-york/20161106/crown-heights/brooklyn-assemblywoman-charged-assault-of-her-12-year-old-son","20161106","crown-heights","brooklyn assemblywoman charged assault of her 12 year old son"
"flatbush","www.dnainfo.com/new-york/20161103/fort-greene/apple-store-300-ashland-place","20161103","fort-greene","apple store 300 ashland place"
"flatbush","www.dnainfo.com/new-york/20161102/park-slope/ovenly-snowdays-open-near-barclays-center-this-winter","20161102","park-slope","ovenly snowdays open near barclays center this winter"
"flatbush","www.dnainfo.com/new-york/20161104/midtown/new-york-city-marathon-street-closures","20161104","midtown","new york city marathon street closures"
"flatbush","www.dnainfo.com/new-york/20161024/downtown-brooklyn/nypd-police-academy-recruit-credit-card-theft","20161024","downtown-brooklyn","nypd police academy recruit credit card theft"
"flatbush","www.dnainfo.com/new-york/20161023/flatbush/missing-mexican-model-found-geraldine-mendez-victoria","20161023","flatbush","missing mexican model found geraldine mendez victoria"
"flatbush","www.dnainfo.com/new-york/20161022/flatbush/mexican-model-goes-missing-brooklyn-police-say","20161022","flatbush","mexican model goes missing brooklyn police say"
"flatbush","www.dnainfo.com/new-york/20161021/flatbush/naked-man-attempted-rape-avenue-j-arrested","20161021","flatbush","naked man attempted rape avenue j arrested"
"flatbush","www.dnainfo.com/new-york/20161020/park-slope/man-arrested-outside-park-slope-restaurant-locals-say-is-nuisance-police","20161020","park-slope","man arrested outside park slope restaurant locals say is nuisance police"
"flatbush","www.dnainfo.com/new-york/20160811/upper-east-side/presidential-debates-nyc-hillary-clinton-donald-trump-2016-where-watch","20160811","upper-east-side","presidential debates nyc hillary clinton donald trump 2016 where watch"
"flatbush","www.dnainfo.com/new-york/20160923/park-slope/would-be-shoplifter-pulls-knife-on-atlantic-center-mall-guard-police-say","20160923","park-slope","would be shoplifter pulls knife on atlantic center mall guard police say"
"flatbush","www.dnainfo.com/new-york/20160922/fort-greene/long-island-university-student-found-dead-school-bathroom-police-say","20160922","fort-greene","long island university student found dead school bathroom police say"
"flatbush","www.dnainfo.com/new-york/20160920/crown-heights/map-6-places-watch-comedy-crown-heights-right-now","20160920","crown-heights","map 6 places watch comedy crown heights right now"
"flatbush","www.dnainfo.com/new-york/20160919/crown-heights/city-spray-mosquito-killing-pesticide-brooklyn-wednesday-night","20160919","crown-heights","city spray mosquito killing pesticide brooklyn wednesday night"
"flatbush","www.dnainfo.com/new-york/20160915/flatbush/brooklyn-councilman-sits-protest-during-pledge-of-allegiance","20160915","flatbush","brooklyn councilman sits protest during pledge of allegiance"
"flatbush","www.dnainfo.com/new-york/20160908/crown-heights/flatbush-man-charged-with-jouvert-murder-of-tiarah-poyau","20160908","crown-heights","flatbush man charged with jouvert murder of tiarah poyau"
"flatbush","www.dnainfo.com/new-york/20160908/flatbush/naked-man-tries-rape-woman-on-brooklyn-street-nypd-says","20160908","flatbush","naked man tries rape woman on brooklyn street nypd says"
"flatbush","www.dnainfo.com/new-york/20160906/crown-heights/jouvert-will-go-on-despite-violence-calls-for-cancellation-mayor","20160906","crown-heights","jouvert will go on despite violence calls for cancellation mayor"
"flatbush","www.dnainfo.com/new-york/20160906/east-flatbush/man-selling-nutcrackers-kicks-arresting-officer-groin-nypd-says","20160906","east-flatbush","man selling nutcrackers kicks arresting officer groin nypd says"
"flatbush","www.dnainfo.com/new-york/20160905/crown-heights/jouvert-shootings-leave-2-dead-others-hurt-police-say","20160905","crown-heights","jouvert shootings leave 2 dead others hurt police say"
"flatbush","www.dnainfo.com/new-york/20160902/downtown-brooklyn/professors-locked-out-of-liu-brooklyn-amid-contract-fight-for-more-pay","20160902","downtown-brooklyn","professors locked out of liu brooklyn amid contract fight for more pay"
"flatbush","www.dnainfo.com/new-york/20160902/flatbush/john-turturro-spotted-filming-big-lebowski-spinoff-flatbush","20160902","flatbush","john turturro spotted filming big lebowski spinoff flatbush"
"flatbush","www.dnainfo.com/new-york/20160901/park-slope/63-year-old-man-assaulted-fight-over-park-slope-parking-spot-police-say","20160901","park-slope","63 year old man assaulted fight over park slope parking spot police say"
"flatbush","www.dnainfo.com/new-york/20160901/crown-heights/yeezy-jordan-louis-vuitton-sneakers-stolen-from-brooklyn-storage-unit","20160901","crown-heights","yeezy jordan louis vuitton sneakers stolen from brooklyn storage unit"
"flatbush","www.dnainfo.com/new-york/20160901/midtown/labor-day-weekend-street-closures-new-york-city","20160901","midtown","labor day weekend street closures new york city"
"flatbush","www.dnainfo.com/new-york/20160901/crown-heights/crime-blotter-woman-found-asleep-strangers-car-arrested-on-carroll-st","20160901","crown-heights","crime blotter woman found asleep strangers car arrested on carroll st"
"flatbush","www.dnainfo.com/new-york/20160814/crown-heights/peppas-jerk-chicken-open-second-location-crown-heights-this-summer","20160814","crown-heights","peppas jerk chicken open second location crown heights this summer"
"flatbush","www.dnainfo.com/new-york/20160816/park-slope/off-duty-nypd-sergeant-shoots-would-be-mugger-park-slope-sources-say","20160816","park-slope","off duty nypd sergeant shoots would be mugger park slope sources say"
"flatbush","www.dnainfo.com/new-york/20160810/downtown-brooklyn/step-into-post-apocalyptic-pollination-pod-this-week-brooklyn","20160810","downtown-brooklyn","step into post apocalyptic pollination pod this week brooklyn"
"flatbush","www.dnainfo.com/new-york/20160809/flatbush/photos-greenest-block-award-goes-flatbushs-east-25th-street","20160809","flatbush","photos greenest block award goes flatbushs east 25th street"
"flatbush","www.dnainfo.com/new-york/20160809/prospect-heights/chipotle-open-flatbush-avenue-location-prospect-heights-this-fall","20160809","prospect-heights","chipotle open flatbush avenue location prospect heights this fall"
"flatbush","www.dnainfo.com/new-york/20160805/flatlands/man-dies-after-driving-nypd-precinct-with-gunshot-wound-police-say","20160805","flatlands","man dies after driving nypd precinct with gunshot wound police say"
"flatbush","www.dnainfo.com/new-york/20160804/downtown-brooklyn/embrace-your-hyphen-at-this-years-international-day-of-friendship","20160804","downtown-brooklyn","embrace your hyphen at this years international day of friendship"
"flatbush","www.dnainfo.com/new-york/20160804/flatbush/man-fatally-shot-head-outside-flatbush-elementary-school-nypd-says","20160804","flatbush","man fatally shot head outside flatbush elementary school nypd says"
"flatbush","www.dnainfo.com/new-york/20160804/new-york-city/throw-away-your-hazardous-waste-at-upcoming-safe-disposal-event","20160804","new-york-city","throw away your hazardous waste at upcoming safe disposal event"
"flatbush","www.dnainfo.com/new-york/20160804/fort-greene/fewer-turns-new-medians-proposed-for-dangerous-atlantic-flatbush-crossing","20160804","fort-greene","fewer turns new medians proposed for dangerous atlantic flatbush crossing"
"flatbush","www.dnainfo.com/new-york/20160802/civic-center/meet-your-new-nypd-commissioner-james-oneill","20160802","civic-center","meet your new nypd commissioner james oneill"
"flatbush","www.dnainfo.com/new-york/20160714/east-flatbush/big-daddy-kane-kick-off-free-wingate-park-concert-series-next-week","20160714","east-flatbush","big daddy kane kick off free wingate park concert series next week"
"flatbush","www.dnainfo.com/new-york/20160718/crown-heights/map-12-places-cool-off-crown-heights","20160718","crown-heights","map 12 places cool off crown heights"
"flatbush","www.dnainfo.com/new-york/20160714/windsor-terrace/open-house-agenda-3-fixer-uppers-see-this-weekend","20160714","windsor-terrace","open house agenda 3 fixer uppers see this weekend"
"flatbush","www.dnainfo.com/new-york/20160714/east-flatbush/822-studios-up-for-grabs-east-flatbush-supportive-housing-complex","20160714","east-flatbush","822 studios up for grabs east flatbush supportive housing complex"
"flatbush","www.dnainfo.com/new-york/20160712/east-new-york/police-fatally-shoot-pit-bull-released-by-suspect-east-new-york-sources","20160712","east-new-york","police fatally shoot pit bull released by suspect east new york sources"
"flatbush","www.dnainfo.com/new-york/20160705/washington-heights/10-pizzerias-try-right-now","20160705","washington-heights","10 pizzerias try right now"
"flatbush","www.dnainfo.com/new-york/20160705/prospect-park-south/giant-captain-america-statue-coming-prospect-park-august-marvel-says","20160705","prospect-park-south","giant captain america statue coming prospect park august marvel says"
"flatbush","www.dnainfo.com/new-york/20160705/neponsit/video-photographer-arrested-for-nudity-at-popular-nude-beach","20160705","neponsit","video photographer arrested for nudity at popular nude beach"
"flatbush","www.dnainfo.com/new-york/20160704/forest-hills/police-career-runs-family-for-new-forest-hills-commanding-officer","20160704","forest-hills","police career runs family for new forest hills commanding officer"
"flatbush","www.dnainfo.com/new-york/20160628/prospect-lefferts-gardens/25m-restoration-planned-at-prospect-parks-lefferts-historic-house","20160628","prospect-lefferts-gardens","25m restoration planned at prospect parks lefferts historic house"
"flatbush","www.dnainfo.com/new-york/20160701/prospect-lefferts-gardens/drunk-driver-with-2-kids-car-flashes-fake-badge-at-nypd-police-say","20160701","prospect-lefferts-gardens","drunk driver with 2 kids car flashes fake badge at nypd police say"
"flatbush","www.dnainfo.com/new-york/20160608/windsor-terrace/only-one-contender-so-far-race-succeed-longtime-park-slope-lawmaker","20160608","windsor-terrace","only one contender so far race succeed longtime park slope lawmaker"
"flatbush","www.dnainfo.com/new-york/20160607/ditmas-park/heres-how-much-it-will-cost-you-get-apartment-with-more-bedrooms","20160607","ditmas-park","heres how much it will cost you get apartment with more bedrooms"
"flatbush","www.dnainfo.com/new-york/20160607/prospect-heights/see-brooklyns-future-with-new-virtual-reality-tour-of-pacific-park","20160607","prospect-heights","see brooklyns future with new virtual reality tour of pacific park"
"flatbush","www.dnainfo.com/new-york/20160602/east-flatbush/teen-babysitter-told-police-her-killers-name-before-dying-police-say","20160602","east-flatbush","teen babysitter told police her killers name before dying police say"
"flatbush","www.dnainfo.com/new-york/20160602/flatbush/celebrate-caribbean-american-heritage-month-brooklyn-with-caribbeing","20160602","flatbush","celebrate caribbean american heritage month brooklyn with caribbeing"
"flatbush","www.dnainfo.com/new-york/20160601/flatbush/2-men-arrested-for-attempted-rape-flatbush-police-say","20160601","flatbush","2 men arrested for attempted rape flatbush police say"
"flatbush","www.dnainfo.com/new-york/20160601/park-slope/nypd-inspector-who-killed-himself-gets-park-slope-bike-lane-named-after-him","20160601","park-slope","nypd inspector who killed himself gets park slope bike lane named after him"
"flatbush","www.dnainfo.com/new-york/20160601/east-flatbush/16-year-old-girl-fatally-shot-east-flatbush-apartment-police-say","20160601","east-flatbush","16 year old girl fatally shot east flatbush apartment police say"
"flatbush","www.dnainfo.com/new-york/20160530/east-flatbush/13-year-old-arrested-for-giving-8-year-old-gun-he-brought-school-nypd","20160530","east-flatbush","13 year old arrested for giving 8 year old gun he brought school nypd"
"flatbush","www.dnainfo.com/new-york/20160527/east-flatbush/8-year-old-boy-brings-gun-brooklyn-school-nypd-says","20160527","east-flatbush","8 year old boy brings gun brooklyn school nypd says"
"flatbush","www.dnainfo.com/new-york/20160527/flatbush/woman-fights-off-2-would-be-rapists-crown-heights-police-say","20160527","flatbush","woman fights off 2 would be rapists crown heights police say"
"flatbush","www.dnainfo.com/new-york/20160516/prospect-heights/best-ice-cream-brooklyn-prospect-heights","20160516","prospect-heights","best ice cream brooklyn prospect heights"
"flatbush","www.dnainfo.com/new-york/20160516/coney-island/map-best-summer-bike-rides-each-borough","20160516","coney-island","map best summer bike rides each borough"
"flatbush","www.dnainfo.com/new-york/20160512/park-slope/13-things-do-your-brooklyn-neighborhood-this-weekend","20160512","park-slope","13 things do your brooklyn neighborhood this weekend"
"flatbush","www.dnainfo.com/new-york/20160510/downtown-brooklyn/man-hit-with-baseball-bat-by-attackers-yelling-anti-gay-slurs-police-say","20160510","downtown-brooklyn","man hit with baseball bat by attackers yelling anti gay slurs police say"
"flatbush","www.dnainfo.com/new-york/20160509/prospect-heights/learn-how-apply-for-affordable-housing-at-tower-next-barclays-center","20160509","prospect-heights","learn how apply for affordable housing at tower next barclays center"
"flatbush","www.dnainfo.com/new-york/20160504/prospect-lefferts-gardens/take-tour-through-prospect-lefferts-gardens-as-part-of-janes-walk","20160504","prospect-lefferts-gardens","take tour through prospect lefferts gardens as part of janes walk"
"flatbush","www.dnainfo.com/new-york/20160502/crown-heights/2-train-suspended-both-directions-brooklyn-at-night-this-week-mta","20160502","crown-heights","2 train suspended both directions brooklyn at night this week mta"
"flatbush","www.dnainfo.com/new-york/20160502/fort-greene/learn-how-apply-for-affordable-apartment-near-bam","20160502","fort-greene","learn how apply for affordable apartment near bam"
"flatbush","www.dnainfo.com/new-york/20160502/canarsie/driver-stolen-suv-fatally-hits-pedestrian-police-say","20160502","canarsie","driver stolen suv fatally hits pedestrian police say"
"flatbush","www.dnainfo.com/new-york/20160428/crown-heights/man-arrested-on-weapons-charges-after-union-street-shooting-police-say","20160428","crown-heights","man arrested on weapons charges after union street shooting police say"
"flatbush","www.dnainfo.com/new-york/20160422/downtown-brooklyn/city-approves-1066-foot-tall-downtown-brooklyn-skyscraper","20160422","downtown-brooklyn","city approves 1066 foot tall downtown brooklyn skyscraper"
"flatbush","www.dnainfo.com/new-york/20160224/midwood/map-bernie-sanders-new-york","20160224","midwood","map bernie sanders new york"
"flatbush","www.dnainfo.com/new-york/20160406/downtown-brooklyn/alamo-drafthouse-theater-opening-this-summer-downtown-brooklyn","20160406","downtown-brooklyn","alamo drafthouse theater opening this summer downtown brooklyn"
"flatbush","www.dnainfo.com/new-york/20160405/crown-heights/hillary-clinton-talks-values-of-new-york-at-crown-heights-town-hall","20160405","crown-heights","hillary clinton talks values of new york at crown heights town hall"
"flatbush","www.dnainfo.com/new-york/20160405/park-slope/11-new-restaurants-for-you-try-right-now","20160405","park-slope","11 new restaurants for you try right now"
"flatbush","www.dnainfo.com/new-york/20160401/civic-center/service-changes-scheduled-for-12-subway-lines-this-weekend","20160401","civic-center","service changes scheduled for 12 subway lines this weekend"
"flatbush","www.dnainfo.com/new-york/20160331/prospect-lefferts-gardens/caller-threatens-brooklyn-bar-for-opening-white-establishment-sources","20160331","prospect-lefferts-gardens","caller threatens brooklyn bar for opening white establishment sources"
"flatbush","www.dnainfo.com/new-york/20160331/jamaica/more-new-yorkers-avoid-commuting-than-ever-before-study-shows","20160331","jamaica","more new yorkers avoid commuting than ever before study shows"
"flatbush","www.dnainfo.com/new-york/20160329/park-slope/cyclists-angry-city-map-puts-cars-on-prospect-parks-vehicle-free-lanes","20160329","park-slope","cyclists angry city map puts cars on prospect parks vehicle free lanes"
"flatbush","www.dnainfo.com/new-york/20160324/crown-heights/crowbar-wielding-thieves-rob-13-year-old-for-his-phone-police-say","20160324","crown-heights","crowbar wielding thieves rob 13 year old for his phone police say"
"flatbush","www.dnainfo.com/new-york/20160324/concourse/video-circus-with-backflipping-dogs-dancing-elephants-headed-nyc","20160324","concourse","video circus with backflipping dogs dancing elephants headed nyc"
"flatbush","www.dnainfo.com/new-york/20160324/park-slope/crime-blotter-man-punches-50k-heart-monitor-at-park-slope-hospital","20160324","park-slope","crime blotter man punches 50k heart monitor at park slope hospital"
"flatbush","www.dnainfo.com/new-york/20160318/flatbush/big-gun-stash-found-car-police-stopped-for-seat-belt-violation-nypd","20160318","flatbush","big gun stash found car police stopped for seat belt violation nypd"
"flatbush","www.dnainfo.com/new-york/20160317/dumbo/13-things-do-your-brooklyn-neighborhood-this-weekend","20160317","dumbo","13 things do your brooklyn neighborhood this weekend"
"flatbush","www.dnainfo.com/new-york/20160317/crown-heights/brooklyn-man-shoots-himself-butt-then-blames-it-on-robbers-nypd","20160317","crown-heights","brooklyn man shoots himself butt then blames it on robbers nypd"
"flatbush","www.dnainfo.com/new-york/20160315/crown-heights/new-leader-of-crown-heights-precinct-aims-be-responsive-available","20160315","crown-heights","new leader of crown heights precinct aims be responsive available"
"flatbush","www.dnainfo.com/new-york/20160315/upper-west-side/map-see-where-women-choose-live-new-york-city","20160315","upper-west-side","map see where women choose live new york city"
"flatbush","www.dnainfo.com/new-york/20160314/bed-stuy/bed-stuy-east-new-york-homes-top-brooklyns-list-for-tax-lien-sales","20160314","bed-stuy","bed stuy east new york homes top brooklyns list for tax lien sales"
"flatbush","www.dnainfo.com/new-york/20160310/prospect-heights/open-house-insider-3-apartments-with-price-drops-see-this-weekend","20160310","prospect-heights","open house insider 3 apartments with price drops see this weekend"
"flatbush","www.dnainfo.com/new-york/20160311/prospect-park-south/hunt-continues-for-american-flag-masked-slasher-nypd-says","20160311","prospect-park-south","hunt continues for american flag masked slasher nypd says"
"flatbush","www.dnainfo.com/new-york/20160310/prospect-lefferts-gardens/crime-blotter-8440-hair-extensions-snatched-from-brooklyn-salon","20160310","prospect-lefferts-gardens","crime blotter 8440 hair extensions snatched from brooklyn salon"
"flatbush","www.dnainfo.com/new-york/20160309/downtown-brooklyn/ihop-robin-hood-arrested-for-giving-away-more-than-3k-free-drinks-da","20160309","downtown-brooklyn","ihop robin hood arrested for giving away more than 3k free drinks da"
"flatbush","www.dnainfo.com/new-york/20160308/great-kills/map-see-which-presidential-candidate-your-neighborhood-supports","20160308","great-kills","map see which presidential candidate your neighborhood supports"
"flatbush","www.dnainfo.com/new-york/20160119/brownsville/heres-what-we-know-about-brownsville-rape-case","20160119","brownsville","heres what we know about brownsville rape case"
"flatbush","www.dnainfo.com/new-york/20160219/midtown/16-subway-lines-slated-for-service-changes-this-weekend","20160219","midtown","16 subway lines slated for service changes this weekend"
"flatbush","www.dnainfo.com/new-york/20160218/prospect-lefferts-gardens/burglars-hit-4-flatbush-avenue-stores-within-month-police-say","20160218","prospect-lefferts-gardens","burglars hit 4 flatbush avenue stores within month police say"
"flatbush","www.dnainfo.com/new-york/20160218/bushwick/de-blasio-eyes-underused-church-property-for-affordable-housing","20160218","bushwick","de blasio eyes underused church property for affordable housing"
"flatbush","www.dnainfo.com/new-york/20160217/prospect-lefferts-gardens/lefferts-gardens-charter-school-fight-closure-with-appeal-petition","20160217","prospect-lefferts-gardens","lefferts gardens charter school fight closure with appeal petition"
"flatbush","www.dnainfo.com/new-york/20160217/east-flatbush/man-who-beat-city-bus-driver-turns-himself-police-say","20160217","east-flatbush","man who beat city bus driver turns himself police say"
"flatbush","www.dnainfo.com/new-york/20160216/prospect-heights/15m-square-foot-office-tower-planned-opposite-barclays-center-report-says","20160216","prospect-heights","15m square foot office tower planned opposite barclays center report says"
"flatbush","www.dnainfo.com/new-york/20160216/flatbush/new-yorker-loses-wallet-receives-note-that-defines-nyc-life","20160216","flatbush","new yorker loses wallet receives note that defines nyc life"
"flatbush","www.dnainfo.com/new-york/20160216/east-new-york/teen-killed-while-playing-video-game-was-rising-soccer-star-family-says","20160216","east-new-york","teen killed while playing video game was rising soccer star family says"
"flatbush","www.dnainfo.com/new-york/20160216/east-flatbush/man-killed-another-shot-back-east-flatbush-police-say","20160216","east-flatbush","man killed another shot back east flatbush police say"
"flatbush","www.dnainfo.com/new-york/20160215/prospect-lefferts-gardens/greenlight-bookstore-looking-for-community-lenders-for-new-brooklyn-shop","20160215","prospect-lefferts-gardens","greenlight bookstore looking for community lenders for new brooklyn shop"
"flatbush","www.dnainfo.com/new-york/20160205/crown-heights/map-6-reading-series-check-out-around-crown-heights","20160205","crown-heights","map 6 reading series check out around crown heights"
"flatbush","www.dnainfo.com/new-york/20160205/prospect-heights/181-affordable-units-tower-next-barclays-join-lottery-march","20160205","prospect-heights","181 affordable units tower next barclays join lottery march"
"flatbush","www.dnainfo.com/new-york/20160205/park-slope/crime-blotter-man-punches-smoker-for-throwing-cigarette-pack-trash","20160205","park-slope","crime blotter man punches smoker for throwing cigarette pack trash"
"flatbush","www.dnainfo.com/new-york/20160203/prospect-heights/help-get-city-funding-for-new-entrances-on-prospect-parks-east-side","20160203","prospect-heights","help get city funding for new entrances on prospect parks east side"
"flatbush","www.dnainfo.com/new-york/20160203/new-york-city/6-things-do-with-your-kids-new-york-citys-neighborhoods-this-weekend","20160203","new-york-city","6 things do with your kids new york citys neighborhoods this weekend"
"flatbush","www.dnainfo.com/new-york/20160203/downtown-brooklyn/18-gang-members-who-shot-rivals-hunting-expeditions-have-been-indicted","20160203","downtown-brooklyn","18 gang members who shot rivals hunting expeditions have been indicted"
"flatbush","www.dnainfo.com/new-york/20160201/downtown-brooklyn/fortina-italian-restaurant-headed-dekalb-market-downtown-brooklyn","20160201","downtown-brooklyn","fortina italian restaurant headed dekalb market downtown brooklyn"
"flatbush","www.dnainfo.com/new-york/20160201/prospect-park-south/nypd-officer-stabbed-arm-brooklyn-police-say","20160201","prospect-park-south","nypd officer stabbed arm brooklyn police say"
"flatbush","www.dnainfo.com/new-york/20160131/union-square/17-things-do-this-week-new-york-citys-neighborhoods","20160131","union-square","17 things do this week new york citys neighborhoods"
"flatbush","www.dnainfo.com/new-york/20160129/bed-stuy/heres-where-celebrate-black-history-month-brooklyn","20160129","bed-stuy","heres where celebrate black history month brooklyn"
"flatbush","www.dnainfo.com/new-york/20160129/east-flatbush/11-year-old-girl-escapes-man-who-tried-kidnap-her-police-say","20160129","east-flatbush","11 year old girl escapes man who tried kidnap her police say"
"flatbush","www.dnainfo.com/new-york/20160120/downtown-brooklyn/thief-demands-ransom-for-cellphone-from-teen-victims-mom-police-say","20160120","downtown-brooklyn","thief demands ransom for cellphone from teen victims mom police say"
"flatbush","www.dnainfo.com/new-york/20160120/downtown-brooklyn/dangerous-left-turn-off-manhattan-bridge-may-remain-city-tells-locals","20160120","downtown-brooklyn","dangerous left turn off manhattan bridge may remain city tells locals"
"flatbush","www.dnainfo.com/new-york/20160118/greenpoint/121-affordable-apartments-up-for-grabs-brooklyn-starting-at-494-month","20160118","greenpoint","121 affordable apartments up for grabs brooklyn starting at 494 month"
"flatbush","www.dnainfo.com/new-york/20160115/downtown-brooklyn/1066-foot-tall-skyscraper-could-rise-downtown-brooklyn","20160115","downtown-brooklyn","1066 foot tall skyscraper could rise downtown brooklyn"
"flatbush","www.dnainfo.com/new-york/20160115/prospect-heights/hungry-ghost-open-new-cocktail-bar-prospect-heights-owner-says","20160115","prospect-heights","hungry ghost open new cocktail bar prospect heights owner says"
"flatbush","www.dnainfo.com/new-york/20160114/bed-stuy/12-things-do-for-martin-luther-king-jr-day-weekend-central-brooklyn","20160114","bed-stuy","12 things do for martin luther king jr day weekend central brooklyn"
"flatbush","www.dnainfo.com/new-york/20160114/crown-heights/crime-blotter-23-year-old-woman-mugged-on-busy-crown-heights-street","20160114","crown-heights","crime blotter 23 year old woman mugged on busy crown heights street"
"flatbush","www.dnainfo.com/new-york/20160112/brownsville/4-teens-charged-gang-rape-of-woman-at-brooklyn-playground-police-say","20160112","brownsville","4 teens charged gang rape of woman at brooklyn playground police say"
"flatbush","www.dnainfo.com/new-york/20160112/flatbush/video-brooklyn-dad-trains-son-for-barclays-bout","20160112","flatbush","video brooklyn dad trains son for barclays bout"
"flatbush","www.dnainfo.com/new-york/20160112/prospect-lefferts-gardens/12-restaurants-for-you-try-right-now","20160112","prospect-lefferts-gardens","12 restaurants for you try right now"
"flatbush","www.dnainfo.com/new-york/20160111/crown-heights/7-10-seniors-at-crown-heights-high-schools-graduated-last-year-doe-says","20160111","crown-heights","7 10 seniors at crown heights high schools graduated last year doe says"
"flatbush","www.dnainfo.com/new-york/20151230/clinton-hill/man-attacks-ex-girlfriend-on-christmas-eve-fight-over-10-police-say","20151230","clinton-hill","man attacks ex girlfriend on christmas eve fight over 10 police say"
"flatbush","www.dnainfo.com/new-york/20151224/downtown-brooklyn/hot-christmas-eve-brings-out-short-sleeves-sales-on-winter-clothes","20151224","downtown-brooklyn","hot christmas eve brings out short sleeves sales on winter clothes"
"flatbush","www.dnainfo.com/new-york/20151222/flatbush/photos-rooster-rescued-by-nypd-sergeant-brooklyn-finds-home-upstate","20151222","flatbush","photos rooster rescued by nypd sergeant brooklyn finds home upstate"
"flatbush","www.dnainfo.com/new-york/20151117/park-slope/5-holiday-gift-ideas-from-park-slope-gowanus-windsor-terrace","20151117","park-slope","5 holiday gift ideas from park slope gowanus windsor terrace"
"flatbush","www.dnainfo.com/new-york/20151217/downtown-brooklyn/crime-blotter-man-threatens-f-up-officers-with-tree-branch","20151217","downtown-brooklyn","crime blotter man threatens f up officers with tree branch"
"flatbush","www.dnainfo.com/new-york/20151217/park-slope/grand-army-plaza-nativity-scene-may-be-first-at-prospect-park-diocese-says","20151217","park-slope","grand army plaza nativity scene may be first at prospect park diocese says"
"flatbush","www.dnainfo.com/new-york/20151216/downtown-brooklyn/it-was-mistake-allow-24-hour-left-turns-at-manhattan-bridge-cb2-says","20151216","downtown-brooklyn","it was mistake allow 24 hour left turns at manhattan bridge cb2 says"
"flatbush","www.dnainfo.com/new-york/20151214/east-flatbush/break-in-victim-snatches-burglars-gun-shoots-him-with-it-police-say","20151214","east-flatbush","break in victim snatches burglars gun shoots him with it police say"
"flatbush","www.dnainfo.com/new-york/20151210/prospect-heights/atlantic-yards-school-design-leaves-locals-with-questions","20151210","prospect-heights","atlantic yards school design leaves locals with questions"
"flatbush","www.dnainfo.com/new-york/20151209/prospect-heights/design-for-atlantic-yards-tower-school-unveiled","20151209","prospect-heights","design for atlantic yards tower school unveiled"
"flatbush","www.dnainfo.com/new-york/20151204/prospect-lefferts-gardens/serial-fire-escape-burglar-caught-red-handed-prospect-lefferts-nypd","20151204","prospect-lefferts-gardens","serial fire escape burglar caught red handed prospect lefferts nypd"
"flatbush","www.dnainfo.com/new-york/20151126/brooklyn-heights/10-things-do-your-brooklyn-neighborhood-this-thanksgiving-weekend","20151126","brooklyn-heights","10 things do your brooklyn neighborhood this thanksgiving weekend"
"flatbush","www.dnainfo.com/new-york/20151124/gowanus/kickboxing-kids-yoga-ufc-gym-coming-park-slope-gowanus","20151124","gowanus","kickboxing kids yoga ufc gym coming park slope gowanus"
"flatbush","www.dnainfo.com/new-york/20151124/flatbush/man-gunned-down-near-parade-ground-police-say","20151124","flatbush","man gunned down near parade ground police say"
"flatbush","www.dnainfo.com/new-york/20151124/park-slope/baby-delivered-on-brooklyn-sidewalk-with-help-from-two-nypd-officers","20151124","park-slope","baby delivered on brooklyn sidewalk with help from two nypd officers"
